,Unnamed: 0,Name,AdmArea,District,Address,HelpPhone,Latitude,Longitude,NameSummer,понедельник,вторник,среда,четверг,пятница,суббота,воскресенье,Type,Rating,NumReviews
81,81,Спортивный комплекс «Парус»,Юго-Восточный административный округ,район Выхино-Жулебино,"Привольная улица, дом 42",(495) 681-01-48,55.691903381,37.849575118,бассейн плавательный 25-ти метровый крытый,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,pool_close,4.4,369
82,82,"Спортивный комплекс «Меридиан», к.3",Юго-Восточный административный округ,Нижегородский район,"Рязанский проспект, дом 7, корпус 3",(495) 681-01-48,55.731882207,37.73806256,бассейн плавательный 25-ти метровый крытый,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,pool_close,-1.0,-1
83,83,Спортивный комплекс «Южнопортовый»,Юго-Восточный административный округ,Южнопортовый район,"улица Трофимова, дом 30, корпус 3",(495) 681-01-48,55.701346242,37.683352952,бассейн плавательный 25-метровый крытый,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,pool_close,4.5,352
84,84,Физкультурно-оздоровительный комплекс с бассейном «Радужный»,Западный административный округ,район Ново-Переделкино,"Чоботовская улица, дом 4",(495) 733-22-77,55.645615262,37.35342666,бассейн плавательный 50-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close,4.5,863
85,85,Дворец спорта «Янтарь»,Северо-Западный административный округ,район Строгино,"улица Маршала Катукова, дом 22",(499) 252-98-08,55.804746577,37.412085065,бассейн плавательный 25-метровый крытый,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,pool_close,4.6,1924
86,86,Дворец спорта «Москвич»,Юго-Восточный административный округ,район Текстильщики,"Люблинская улица, дом 15/46, строение 7",(499) 179-31-23,55.707028313,37.731626632,бассейн плавательный 50-метровый крытый,06:45-23:00,06:45-23:00,06:45-23:00,06:45-23:00,06:45-23:00,06:45-23:00,06:45-23:00,pool_close,-1.0,-1
87,87,Спортивный комплекс образовательного учреждения «Центр спорта и образования Самбо-70»,Юго-Западный административный округ,район Тёплый Стан,"улица Академика Виноградова, дом 4Б",(495) 339-69-44,55.631864791000005,37.488384219,бассейн плавательный 25-метровый крытый,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,pool_close,-1.0,-1
88,88,Фитнес-клуб «Сейнт Москоу Фитнес»,Северный административный округ,район Беговой,"3-я улица Ямского Поля, дом 2, корпус 4",(495) 323-94-34,55.78250770100001,37.581104703,бассейн плавательный крытый,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,pool_close,4.4,21
89,89,Фитнес клуб «Роял Веллнесс Клаб»,Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 2/1, строение 1",(495) 786-70-00,55.751157912,37.565863204,бассейн плавательный 50-ти метровый крытый,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,08:00-00:00,08:00-00:00,pool_close,4.4,39
90,90,Московский Гольф Клуб в Крылатском,Западный административный округ,район Крылатское,"Островная улица, дом 2",(495) 234-74-51,55.761842423,37.458279975,бассейн плавательный 25-метровый крытый,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,pool_close,4.4,351
91,91,Фитнес-клуб «Магнето Фитнесс»,Западный административный округ,район Ново-Переделкино,"6-я улица Новые Сады, дом 2, корпус 1",(495) 500-01-01,55.65211105,37.348886826,бассейн плавательный 25-метровый крытый,06:00-01:00,06:00-01:00,06:00-01:00,06:00-01:00,06:00-01:00,08:00-01:00,08:00-01:00,pool_close,4.5,383
92,92,Фитнес-клуб «Премьер-спорт»,Западный административный округ,район Раменки,"улица Улофа Пальме, дом 5, строение 2",(499) 112-22-98,55.717237991000005,37.50984684,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,09:00-23:00,09:00-23:00,pool_close,4.6,74
93,93,Фитнес-клуб «Ворлд класс» Кунцево,Западный административный округ,район Кунцево,"улица Ивана Франко, дом 16",(495) 135-09-10,55.728441926,37.438183878,бассейн плавательный 25-метровый крытый,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-00:00,09:00-00:00,pool_close,5.0,3
94,94,Дворец водных видов спорта «Лужники»,Центральный административный округ,район Хамовники,"улица Лужники, дом 24, строение 4",(495) 637-03-60,55.713243782,37.558158855,бассейн плавательный 50-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close,4.5,2758
95,95,Спортивный комплекс «Малино»,Зеленоградский административный округ,район Старое Крюково,"город Зеленоград, корпус 860",(495) 681-01-48,55.973175926,37.199710556,бассейн плавательный площадью более 60-ти кв.м крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close,4.6,205
96,96,Фитнес-клуб «Ленин»,Северный административный округ,Головинский район,"Ленинградское шоссе, дом 47",(980) 697-66-87,55.845544673,37.475659782,бассейн плавательный 50-метровый крытый,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,pool_close,4.2,649
